year	month	day	site	ditch
2014	11	18	5	.
2014	11	20	6	94
2014	11	18	7	304
2014	11	20	8	238
2014	11	19	9	.
2014	11	18	10	335.5
2014	11	22	11	113
2014	11	20	12	112
2014	11	17	13	271
2014	11	18	14	320.5
2014	11	18	15	87
2014	11	18	16	87
2014	11	19	17	95
2014	11	19	18	196
2014	11	19	19	196
2014	11	19	20	213
2014	11	19	21	348
2014	11	22	22	113
2014	11	20	23	201
2014	11	18	24	.
2014	11	18	25	87
2014	11	22	26	.
2014	11	.	27	.
2014	11	20	28	142
2014	11	19	29	217.5
2014	11	21	30	159
2014	12	15	1	356
2014	12	16	2	240
2014	12	16	3	58
2014	12	16	4	85
2014	12	16	5	.
2014	12	16	6	97.5
2014	12	16	7	431
2014	12	15	8	244
2014	12	22	9	.
2014	12	17	10	353
2014	12	16	11	111
2014	12	16	12	111
2014	12	15	13	245.5
2014	12	16	14	334
2014	12	16	15	86
2014	12	16	16	86
2014	12	17	17	.
2014	12	17	18	199
2014	12	17	19	199
2014	12	17	20	309
2014	12	17	21	354
2014	12	17	22	111
2014	12	15	23	184.5
2014	12	17	24	.
2014	12	16	25	86
2014	12	17	26	.
2014	12	.	27	.
2014	12	15	28	143
2014	12	21	29	.
2014	12	19	30	156
2015	1	21	1	259
2015	1	20	2	242
2015	1	20	3	59
2015	1	20	4	82
2015	1	20	5	.
2015	1	22	6	103
2015	1	20	7	432.5
2015	1	22	8	250
2015	1	21	9	.
2015	1	23	10	358
2015	1	24	11	110
2015	1	22	12	112.5
2015	1	20	13	249
2015	1	20	14	341
2015	1	20	15	82
2015	1	20	16	82
2015	1	23	17	107
2015	1	21	18	208
2015	1	21	19	208
2015	1	23	20	316.5
2015	1	21	21	360
2015	1	15	22	110
2015	1	21	23	204
2015	1	23	24	.
2015	1	20	25	.
2015	1	24	26	308
2015	1	.	27	.
2015	1	22	28	.
2015	1	21	29	318
2015	1	23	30	.
2015	2	18	1	357.5
2015	2	20	2	215
2015	2	19	3	58
2015	2	17	4	85
2015	2	21	5	.
2015	2	18	6	106
2015	2	17	7	431
2015	2	19	8	248
2015	2	18	9	.
2015	2	20	10	357
2015	2	17	11	112
2015	2	19	12	112
2015	2	17	13	248.5
2015	2	17	14	341.5
2015	2	20	15	85
2015	2	20	16	85
2015	2	20	17	105
2015	2	20	18	206
2015	2	20	19	206
2015	2	18	20	317
2015	2	18	21	358
2015	2	21	22	112
2015	2	19	23	235
2015	2	19	24	.
2015	2	17	25	90
2015	2	20	26	.
2015	2	.	27	.
2015	2	19	28	160
2015	2	18	29	221
2015	2	20	30	165
2015	3	19	1	324
2015	3	20	2	209
2015	3	19	3	.
2015	3	17	4	100
2015	3	19	5	. 
2015	3	18	6	107
2015	3	20	7	404.5
2015	3	19	8	217
2015	3	17	9	.
2015	3	17	10	336
2015	3	21	11	108
2015	3	19	12	108.5
2015	3	16	13	246
2015	3	20	14	294
2015	3	20	15	84
2015	3	20	16	84
2015	3	17	17	107
2015	3	18	18	120
2015	3	18	19	120
2015	3	18	20	281.5
2015	3	18	21	336
2015	3	21	22	108
2015	3	19	23	165
2015	3	19	24	.
2015	3	17	25	105.5
2015	3	.	26	.
2015	3	.	27	.
2015	3	19	28	133
2015	3	18	29	219.5
2015	3	20	30	138.5
2015	4	24	1	331
2015	4	21	2	228
2015	4	23	3	.
2015	4	21	4	84
2015	4	21	5	.
2015	4	21	6	99
2015	4	21	7	382
2015	4	23	8	222
2015	4	21	9	68.5
2015	4	22	10	339
2015	4	25	11	.
2015	4	23	12	109
2015	4	20	13	261
2015	4	21	14	312
2015	4	21	15	87
2015	4	27	16	87
2015	4	23	17	105
2015	4	22	18	117
2015	4	22	19	117
2015	4	22	20	294
2015	4	22	21	340
2015	4	25	22	109
2015	4	22	23	179
2015	4	24	24	.
2015	4	21	25	87
2015	4	.	26	.
2015	4	.	27	.
2015	4	23	28	160
2015	4	24	29	.
2015	4	24	30	161
2015	5	22	1	327.5
2015	5	20	2	167
2015	5	19	3	48
2015	5	19	4	89
2015	5	18	5	.
2015	5	18	6	97
2015	5	19	7	307
2015	5	20	8	217
2015	5	21	9	63
2015	5	20	10	326
2015	5	19	11	107
2015	5	19	12	107
2015	5	22	13	251.5
2015	5	19	14	295
2015	5	20	15	87.5
2015	5	20	16	87.5
2015	5	20	17	95
2015	5	22	18	.
2015	5	22	19	.
2015	5	20	20	285
2015	5	20	21	326
2015	5	19	22	107
2015	5	21	23	173
2015	5	18	24	.
2015	5	20	25	87.5
2015	5	21	26	.
2015	5	.	27	.
2015	5	21	28	149
2015	5	20	29	309
2015	5	20	30	146.5
2015	6	19	1	327
2015	6	17	2	213
2015	6	16	3	.
2015	6	16	4	91
2015	6	15	5	.
2015	6	16	6	92
2015	6	17	7	385
2015	6	16	8	207
2015	6	17	9	65
2015	6	19	10	327
2015	6	16	11	108
2015	6	16	12	108
2015	6	17	13	242
2015	6	17	14	173.5
2015	6	16	15	93.5
2015	6	16	16	93.5
2015	6	16	17	92
2015	6	18	18	118
2015	6	18	19	118
2015	6	16	20	282.5
2015	6	19	21	327
2015	6	16	22	108
2015	6	16	23	160
2015	6	15	24	.
2015	6	16	25	93.5
2015	6	19	26	306
2015	6	.	27	.
2015	6	16	28	147
2015	6	16	29	151
2015	6	16	30	147
2015	7	24	1	330
2015	7	23	2	216.5
2015	7	21	3	19
2015	7	21	4	83
2015	7	20	5	.
2015	7	22	6	93
2015	7	22	7	397
2015	7	21	8	215
2015	7	25	9	51
2015	7	24	10	330
2015	7	21	11	110
2015	7	21	12	110
2015	7	21	13	235
2015	7	22	14	300
2015	7	21	15	86
2015	7	21	16	86
2015	7	23	17	93
2015	7	21	18	117
2015	7	21	19	117
2015	7	22	20	290
2015	7	24	21	330
2015	7	21	22	110
2015	7	21	23	154
2015	7	20	24	.
2015	7	21	25	86
2015	7	18	26	305
2015	7	.	27	.
2015	7	21	28	130
2015	7	21	29	123
2015	7	21	30	130
2015	8	21	1	341
2015	8	19	2	217.5
2015	8	17	3	19
2015	8	17	4	85
2015	8	18	5	.
2015	8	19	6	104
2015	8	17	7	388
2015	8	17	8	217
2015	8	21	9	.
2015	8	21	10	341
2015	8	18	11	115
2015	8	18	12	115
2015	8	21	13	.
2015	8	17	14	274
2015	8	18	15	87
2015	8	18	16	87
2015	8	19	17	104
2015	8	21	18	120
2015	8	21	19	120
2015	8	19	20	295
2015	8	21	21	341
2015	8	22	22	115
2015	8	17	23	174
2015	8	18	24	.
2015	8	15	25	87
2015	8	19	26	305
2015	8	.	27	.
2015	8	17	28	152
2015	8	23	29	.
2015	8	17	30	152
2015	9	16	1	330
2015	9	15	2	215
2015	9	17	3	.
2015	9	15	4	.
2015	9	15	5	.
2015	9	16	6	96.5
2015	9	14	7	400
2015	9	17	8	215
2015	9	16	9	2.25
2015	9	18	10	329
2015	9	19	11	.
2015	9	16	12	115
2015	9	16	13	233
2015	9	14	14	302.5
2015	9	18	15	84
2015	9	15	16	105
2015	9	18	17	98
2015	9	16	18	151
2015	9	16	19	151
2015	9	15	20	291
2015	9	16	21	330
2015	9	19	22	114
2015	9	17	23	158
2015	9	17	24	.
2015	9	14	25	105
2015	9	18	26	.
2015	9	.	27	.
2015	9	18	28	.
2015	9	16	29	205
2015	9	18	30	135
2015	10	20	1	318
2015	10	20	2	303
2015	10	22	3	.
2015	10	20	4	95
2015	10	22	5	.
2015	10	22	6	100
2015	10	19	7	401
2015	10	22	8	202.5
2015	10	23	9	.
2015	10	19	10	.
2015	10	24	11	.
2015	10	23	12	.
2015	10	20	13	.
2015	10	18	14	307
2015	10	.	15	.
2015	10	20	16	99
2015	10	19	17	90
2015	10	21	18	157
2015	10	21	19	157
2015	10	21	20	.
2015	10	23	21	321.5
2015	10	24	22	110.5
2015	10	22	23	143
2015	10	21	24	.
2015	10	20	25	99
2015	10	22	26	.
2015	10	.	27	.
2015	10	23	28	113
2015	10	21	29	193.5
2015	10	23	30	112
2015	11	17	1	345
2015	11	17	2	227
2015	11	19	3	46
2015	11	17	4	87
2015	11	19	5	.
2015	11	19	6	94
2015	11	16	7	419
2015	11	19	8	245
2015	11	23	9	81
2015	11	17	10	374
2015	11	21	11	.
2015	11	20	12	108
2015	11	17	13	240.5
2015	11	16	14	332
2015	11	20	15	78
2015	11	17	16	91.5
2015	11	16	17	97
2015	11	18	18	189
2015	11	18	19	189
2015	11	18	20	314.5
2015	11	18	21	349
2015	11	21	22	91
2015	11	19	23	183
2015	11	20	24	.
2015	11	17	25	91.5
2015	11	18	26	.
2015	11	.	27	.
2015	11	20	28	.
2015	11	18	29	202
2015	11	20	30	134
2015	12	14	1	347
2015	12	15	2	231
2015	12	17	3	26
2015	12	15	4	82
2015	12	16	5	.
2015	12	16	6	93
2015	12	14	7	420
2015	12	16	8	245
2015	12	.	9	.
2015	12	16	10	347
2015	12	17	11	110
2015	12	18	12	109
2015	12	17	13	245
2015	12	14	14	334
2015	12	15	15	82
2015	12	15	16	83
2015	12	14	17	93
2015	12	16	18	182.5
2015	12	16	19	182.5
2015	12	16	20	313
2015	12	16	21	250
2015	12	19	22	110
2015	12	10	23	170
2015	12	.	24	.
2015	12	15	25	82
2015	12	15	26	.
2015	12	.	27	.
2015	12	18	28	.
2015	12	17	29	302.5
2015	12	18	30	.
2015	12	17	31	.
2016	1	22	1	356
2016	1	19	2	239
2016	1	21	3	53
2016	1	19	4	87
2016	1	21	5	.
2016	1	20	6	98
2016	1	20	7	421
2016	1	21	8	263
2016	1	.	9	.
2016	1	22	10	355
2016	1	23	11	.
2016	1	22	12	109
2016	1	21	13	253
2016	1	20	14	343
2016	1	19	15	90
2016	1	19	16	90
2016	1	20	17	98
2016	1	20	18	202
2016	1	20	19	202
2016	1	20	20	323
2016	1	20	21	357
2016	1	23	22	109.5
2016	1	21	23	.
2016	1	22	24	.
2016	1	19	25	90
2016	1	21	26	.
2016	1	20	27	121
2016	1	22	28	151
2016	1	20	29	308.5
2016	1	22	30	151
2016	1	22	31	.
2016	2	19	1	339
2016	2	16	2	230
2016	2	18	3	46.5
2016	2	16	4	86
2016	2	16	5	.
2016	2	19	6	92
2016	2	17	7	424
2016	2	18	8	251.5
2016	2	.	9	.
2016	2	17	10	340
2016	2	20	11	107
2016	2	19	12	106.5
2016	2	18	13	.
2016	2	17	14	344
2016	2	18	15	87
2016	2	16	16	90.5
2016	2	17	17	93
2016	2	17	18	105
2016	2	17	19	105
2016	2	17	20	310
2016	2	17	21	241
2016	2	20	22	107
2016	2	18	23	179
2016	2	18	24	.
2016	2	16	25	90.5
2016	2	18	26	.
2016	2	16	27	71.5
2016	2	19	28	148
2016	2	17	29	311
2016	2	19	30	148
2016	2	19	31	176
2016	3	15	1	354.5
2016	3	15	2	214
2016	3	17	3	.
2016	3	15	4	90
2016	3	17	5	.
2016	3	17	6	83
2016	3	14	7	423
2016	3	17	8	214
2016	3	.	9	.
2016	3	17	10	353
2016	3	19	11	.
2016	3	18	12	104
2016	3	15	13	247.5
2016	3	14	14	274.5
2016	3	17	15	89
2016	3	15	16	90
2016	3	15	17	82.5
2016	3	18	18	118
2016	3	16	19	156.5
2016	3	16	20	291
2016	3	16	21	357
2016	3	19	22	104
2016	3	17	23	187.5
2016	3	16	24	.
2016	3	15	25	90
2016	3	18	26	.
2016	3	15	27	118.5
2016	3	18	28	144.5
2016	3	16	29	298
2016	3	18	30	148
2016	3	18	31	190
2016	3	16	32	.
2016	4	18	1	330
2016	4	19	2	210
2016	4	21	3	.
2016	4	19	4	89
2016	4	21	5	.
2016	4	20	6	92
2016	4	18	7	307
2016	4	17	8	220
2016	4	.	9	.
2016	4	18	10	326.5
2016	4	23	11	.
2016	4	22	12	101
2016	4	22	13	252
2016	4	18	14	280
2016	4	22	15	74
2016	4	19	16	.
2016	4	20	17	92
2016	4	22	18	118
2016	4	22	19	118
2016	4	20	20	286.5
2016	4	20	21	332
2016	4	23	22	101
2016	4	21	23	172
2016	4	22	24	.
2016	4	19	25	.
2016	4	21	26	.
2016	4	19	27	71.5
2016	4	22	28	.
2016	4	20	29	298
2016	4	22	30	161.5
2016	4	19	31	194
2016	4	20	32	.
2016	5	19	1	333
2016	5	16	2	217
2016	5	16	3	.
2016	5	17	4	78
2016	5	20	5	.
2016	5	18	6	82
2016	5	16	7	374
2016	5	18	8	220
2016	5	.	9	.
2016	5	19	10	333
2016	5	18	11	102
2016	5	20	12	102
2016	5	19	13	253
2016	5	16	14	261
2016	5	17	15	.
2016	5	17	16	.
2016	5	18	17	82
2016	5	20	18	121
2016	5	20	19	121
2016	5	16	20	287
2016	5	18	21	333
2016	5	18	22	102
2016	5	18	23	179
2016	5	20	24	.
2016	5	17	25	78
2016	5	19	26	.
2016	5	17	27	70.5
2016	5	19	28	155
2016	5	18	29	205
2016	5	20	30	155
2016	5	19	31	192
2016	5	20	32	273
2016	6	21	1	330
2016	6	23	2	220
2016	6	20	3	2
2016	6	21	4	.
2016	6	23	5	.
2016	6	.	6	.
2016	6	22	7	371
2016	6	21	8	221.5
2016	6	.	9	.
2016	6	21	10	330
2016	6	21	11	104.5
2016	6	21	12	104.5
2016	6	20	13	242
2016	6	22	14	277
2016	6	22	15	87
2016	6	22	16	87
2016	6	20	17	86
2016	6	20	18	120
2016	6	20	19	120
2016	6	23	20	294
2016	6	21	21	330
2016	6	21	22	104.5
2016	6	21	23	176
2016	6	23	24	.
2016	6	22	25	87
2016	6	23	26	.
2016	6	21	27	68
2016	6	23	28	.
2016	6	21	29	207
2016	6	23	30	145
2016	6	20	31	193
2016	6	23	32	255.5
2016	7	19	1	.
2016	7	21	2	212
2016	7	20	3	.
2016	7	21	4	80
2016	7	21	5	.
2016	7	20	6	106
2016	7	20	7	387
2016	7	19	8	217
2016	7	.	9	.
2016	7	19	10	.
2016	7	19	11	110
2016	7	19	12	110
2016	7	20	13	249
2016	7	20	14	284
2016	7	21	15	80
2016	7	20	16	80
2016	7	21	17	97
2016	7	19	18	117
2016	7	19	19	117
2016	7	22	20	281
2016	7	19	21	339
2016	7	19	22	110
2016	7	19	23	66
2016	7	21	24	.
2016	7	20	25	80
2016	7	21	26	165
2016	7	20	27	69
2016	7	20	28	149
2016	7	19	29	204
2016	7	21	30	149
2016	7	20	31	197
2016	7	21	32	241
2016	8	15	1	.
2016	8	19	2	221
2016	8	18	3	22
2016	8	16	4	100.5
2016	8	18	5	.
2016	8	16	6	98.5
2016	8	17	7	383
2016	8	18	8	220
2016	8	.	9	.
2016	8	15	10	.
2016	8	18	11	.
2016	8	19	12	114
2016	8	19	13	231.5
2016	8	17	14	290
2016	8	16	15	100.5
2016	8	16	16	100.5
2016	8	16	17	98.5
2016	8	17	18	115
2016	8	17	19	115
2016	8	17	20	284
2016	8	15	21	.
2016	8	18	22	113
2016	8	18	23	. 
2016	8	19	24	.
2016	8	16	25	100.5
2016	8	18	26	269
2016	8	16	27	66
2016	8	17	28	151
2016	8	18	29	.
2016	8	17	30	151
2016	8	17	31	192
2016	8	19	32	249
2016	9	22	1	335
2016	9	20	2	212
2016	9	22	3	35
2016	9	20	4	98
2016	9	23	5	.
2016	9	23	6	76
2016	9	19	7	386
2016	9	22	8	221.5
2016	9	.	9	.
2016	9	21	10	334
2016	9	29	11	.
2016	9	23	12	112
2016	9	20	13	242.5
2016	9	19	14	297.5
2016	9	21	15	102
2016	9	20	16	98
2016	9	21	17	94.5
2016	9	23	18	129
2016	9	23	19	129
2016	9	21	20	288
2016	9	21	21	.
2016	9	24	22	.
2016	9	22	23	172
2016	9	23	24	.
2016	9	20	25	98
2016	9	23	26	263
2016	9	22	27	70.5
2016	9	22	28	155
2016	9	19	29	200
2016	9	21	30	151
2016	9	20	31	190.5
2016	9	22	32	255
2016	10	19	1	316
2016	10	18	2	199
2016	10	18	3	.
2016	10	18	4	101.5
2016	10	21	5	.
2016	10	17	6	105
2016	10	18	7	394
2016	10	20	8	204.5
2016	10	.	9	.
2016	10	18	10	316
2016	10	22	11	112.5
2016	10	21	12	112.5
2016	10	18	13	250.5
2016	10	18	14	281.5
2016	10	19	15	101
2016	10	18	16	98
2016	10	17	17	104
2016	10	21	18	138
2016	10	21	19	138
2016	10	19	20	271
2016	10	19	21	312
2016	10	22	22	114
2016	10	20	23	132
2016	10	21	24	.
2016	10	18	25	98
2016	10	20	26	296
2016	10	20	27	75
2016	10	20	28	105
2016	10	17	29	299
2016	10	19	30	.
2016	10	18	31	156
2016	10	20	32	231.5
2016	11	15	1	326.5
2016	11	15	2	215
2016	11	18	3	59
2016	11	15	4	89
2016	11	18	5	.
2016	11	16	6	93
2016	11	14	7	404
2016	11	17	8	253.5
2016	11	.	9	.
2016	11	15	10	328.8
2016	11	19	11	.
2016	11	18	12	111
2016	11	15	13	253
2016	11	14	14	349
2016	11	16	15	84.5
2016	11	15	16	.
2016	11	17	17	93
2016	11	18	18	197
2016	11	18	19	197
2016	11	16	20	297
2016	11	16	21	330
2016	11	19	22	111
2016	11	16	23	172
2016	11	18	24	.
2016	11	15	25	85.5
2016	11	17	26	.
2016	11	18	27	61
2016	11	17	28	136
2016	11	14	29	189
2016	11	16	30	136
2016	11	15	31	178.5
2016	11	18	32	266
2016	12	19	1	354
2016	12	21	2	134
2016	12	21	3	59
2016	12	20	4	82
2016	12	20	5	.
2016	12	19	6	95.5
2016	12	21	7	403
2016	12	19	8	265
2016	12	.	9	.
2016	12	19	10	354
2016	12	19	11	110
2016	12	19	12	110
2016	12	20	13	259.5
2016	12	21	14	328
2016	12	20	15	82
2016	12	20	16	82
2016	12	19	17	95.5
2016	12	21	18	196
2016	12	21	19	196
2016	12	19	20	309
2016	12	19	21	354
2016	12	19	22	110
2016	12	19	23	187
2016	12	20	24	.
2016	12	20	25	82
2016	12	22	26	325
2016	12	20	27	64
2016	12	20	28	148
2016	12	19	29	208.5
2016	12	20	30	148
2016	12	20	31	188
2016	12	20	32	280
2017	1	20	1	360
2017	1	17	2	240
2017	1	17	3	55
2017	1	17	4	86
2017	1	20	5	.
2017	1	19	6	102.5
2017	1	17	7	404
2017	1	20	8	268
2017	1	.	9	.
2017	1	17	10	361
2017	1	20	11	109
2017	1	20	12	109
2017	1	17	13	263.5
2017	1	17	14	330
2017	1	18	15	84
2017	1	17	16	87
2017	1	19	17	103
2017	1	20	18	201
2017	1	20	19	201
2017	1	18	20	311.5
2017	1	18	21	359.5
2017	1	23	22	109
2017	1	17	23	189
2017	1	20	24	.
2017	1	17	25	87
2017	1	19	26	318
2017	1	19	27	66
2017	1	19	28	150
2017	1	18	29	210
2017	1	18	30	148
2017	1	20	31	185
2017	1	19	32	284
2017	2	24	1	357.5
2017	2	21	2	237
2017	2	24	3	46
2017	2	21	4	85
2017	2	24	5	.
2017	2	22	6	110.5
2017	2	21	7	401
2017	2	21	8	263
2017	2	.	9	.
2017	2	23	10	360
2017	2	25	11	.
2017	2	24	12	113
2017	2	21	13	267
2017	2	21	14	336
2017	2	22	15	82
2017	2	21	16	85
2017	2	23	17	103
2017	2	24	18	203
2017	2	24	19	203
2017	2	24	20	312
2017	2	22	21	361
2017	2	25	22	112
2017	2	22	23	186
2017	2	24	24	.
2017	2	21	25	85.5
2017	2	23	26	318
2017	2	25	27	65
2017	2	23	28	149
2017	2	22	29	210
2017	2	22	30	148
2017	2	21	31	188
2017	2	23	32	287
2017	3	22	1	333
2017	3	23	2	204
2017	3	20	3	31
2017	3	21	4	77
2017	3	23	5	.
2017	3	21	6	107
2017	3	20	7	302
2017	3	23	8	216
2017	3	.	9	.
2017	3	24	10	325
2017	3	25	11	.
2017	3	24	12	110
2017	3	21	13	250
2017	3	20	14	272.5
2017	3	22	15	76
2017	3	21	16	76
2017	3	21	17	107
2017	3	23	18	103.5
2017	3	23	19	103.5
2017	3	23	20	274
2017	3	22	21	333
2017	3	25	22	111
2017	3	23	23	162
2017	3	.	24	.
2017	3	21	25	74
2017	3	22	26	323.5
2017	3	21	27	63.5
2017	3	22	28	154
2017	3	23	29	201
2017	3	22	30	154
2017	3	21	31	95.5
2017	3	22	32	272.5
2017	4	21	1	335
2017	4	18	2	205
2017	4	20	3	.
2017	4	18	4	71
2017	4	20	5	.
2017	4	19	6	99
2017	4	17	7	299
2017	4	18	8	220
2017	4	.	9	.
2017	4	20	10	337
2017	4	22	11	.
2017	4	21	12	110
2017	4	18	13	249
2017	4	17	14	254
2017	4	19	15	70
2017	4	18	16	70
2017	4	19	17	97
2017	4	21	18	110
2017	4	21	19	110
2017	4	19	20	273
2017	4	19	21	325
2017	4	22	22	111
2017	4	20	23	160
2017	4		24	.
2017	4		25	70
2017	4	20	26	254
2017	4	20	27	46
2017	4	20	28	145
2017	4	17	29	197
2017	4	19	30	147
2017	4	21	31	.
2017	4	20	32	265
2017	5	16	1	319
2017	5	17	2	194.5
2017	5	.	3	.
2017	5	16	4	52
2017	5	18	5	.
2017	5	17	6	95
2017	5	15	7	298
2017	5	17	8	214
2017	5	.	9	.
2017	5	16	10	319
2017	5	16	11	106
2017	5	19	12	104
2017	5	17	13	239
2017	5	15	14	246
2017	5	16	15	54
2017	5	16	16	52
2017	5	17	17	95
2017	5	16	18	112
2017	5	16	19	112
2017	5	17	20	269
2017	5	16	21	319
2017	5	16	22	106
2017	5	18	23	155
2017	5	16	24	.
2017	5	16	25	52
2017	5	18	26	.
2017	5	16	27	7
2017	5	17	28	128.5
2017	5	17	29	193
2017	5	17	30	128
2017	5	15	31	182.5
2017	5	18	32	251.5
2017	6	20	1	335
2017	6	21	2	216
2017	6	22	3	.
2017	6	20	4	78
2017	6	19	5	.
2017	6	19	6	104
2017	6	22	7	302
2017	6	23	8	227
2017	6	.	9	.
2017	6	20	10	335
2017	6	20	11	111
2017	6	20	12	111
2017	6	22	13	247.5
2017	6	22	14	273
2017	6	20	15	75
2017	6	20	16	75
2017	6	19	17	104
2017	6	22	18	111
2017	6	22	19	111
2017	6	21	20	290
2017	6	20	21	335
2017	6	20	22	111
2017	6	23	23	173
2017	6	19	24	.
2017	6	20	25	75
2017	6	21	26	269
2017	6	20	27	38
2017	6	20	28	136
2017	6	23	29	195.5
2017	6	20	30	136
2017	6	22	31	196.5
2017	6	19	32	237
2017	7	18	1	331.5
2017	7	18	2	207.5
2017	7	19	3	3.5
2017	7	20	4	
2017	7	17	5	.
2017	7	21	6	106
2017	7	17	7	365
2017	7	20	8	219
2017	7	.	9	.
2017	7	18	10	331.5
2017	7	18	11	114
2017	7	18	12	114
2017	7	20	13	237
2017	7	17	14	288
2017	7	20	15	93.5
2017	7	20	16	93.5
2017	7	21	17	106
2017	7	17	18	109
2017	7	17	19	109
2017	7	18	20	279
2017	7	18	21	331.5
2017	7	18	22	114
2017	7	19	23	170
2017	7	17	24	.
2017	7	20	25	93.5
2017	7	21	26	251
2017	7	19	27	63
2017	7	19	28	177
2017	7	20	29	194
2017	7	19	30	140
2017	7	17	31	202
2017	7	20	32	239
2017	8	15	1	333
2017	8	16	2	213
2017	8	14	3	44
2017	8	15	4	81
2017	8	18	5	.
2017	8	18	6	105
2017	8	14	7	389
2017	8	.	8	.
2017	8	.	9	.
2017	8	.	10	.
2017	8	.	11	.
2017	8	15	12	.
2017	8	16	13	232
2017	8	14	14	270
2017	8	15	15	81
2017	8	15	16	81
2017	8	18	17	105
2017	8	14	18	.
2017	8	14	19	106.5
2017	8	16	20	282.5
2017	8	15	21	.
2017	8	15	22	110.5
2017	8	17	23	169.5
2017	8	18	24	.
2017	8	15	25	81
2017	8	18	26	231.5
2017	8	15	27	67
2017	8	16	28	.
2017	8	16	29	201
2017	8	16	30	138
2017	8	14	31	197
2017	8	18	32	278
2017	9	18	1	343
2017	9	19	2	219
2017	9	21	3	35
2017	9	19	4	99
2017	9	20	5	.
2017	9	21	6	114
2017	9	21	7	388.5
2017	9	18	8	221
2017	9	.	9	.
2017	9	18	10	337
2017	9	23	11	116
2017	9	22	12	116.5
2017	9	22	13	236
2017	9	21	14	317
2017	9	20	15	93
2017	9	18	16	90.5
2017	9	21	17	114
2017	9	22	18	156
2017	9	22	19	.
2017	9	20	20	292
2017	9	20	21	339
2017	9	23	22	116
2017	9	21	23	176
2017	9	22	24	.
2017	9	19	25	99
2017	9	.	26	.
2017	9	22	27	.
2017	9	21	28	155.5
2017	9	18	29	198
2017	9	20	30	155
2017	9	19	31	206.5
2017	9	21	32	376
2017	10	18	1	340
2017	10	17	2	214
2017	10	19	3	15
2017	10	17	4	82
2017	10	17	5	.
2017	10	17	6	105.5
2017	10	19	7	378
2017	10	16	8	231.5
2017	10	.	9	.
2017	10	18	10	337
2017	10	21	11	106.5
2017	10	20	12	107
2017	10	20	13	238
2017	10	19	14	290.5
2017	10	18	15	73.5
2017	10	16	16	79
2017	10	17	17	.
2017	10	16	18	156
2017	10	16	19	156
2017	10	18	20	282
2017	10	18	21	338
2017	10	21	22	169
2017	10	19	23	171
2017	10	20	24	.
2017	10	18	25	82
2017	10	.	26	.
2017	10	20	27	75.5
2017	10	19	28	45
2017	10	16	29	
2017	10	18	30	154.5
2017	10	17	31	196
2017	10	19	32	230
2017	11	22	1	354
2017	11	21	2	228.5
2017	11	19	3	47
2017	11	21	4	80
2017	11	21	5	.
2017	11	22	6	103
2017	11	19	7	390
2017	11	18	8	251
2017	11	.	9	.
2017	11	22	10	354
2017	11	18	11	113
2017	11	18	12	113
2017	11	21	13	252.5
2017	11	19	14	339
2017	11	20	15	79.5
2017	11	20	16	79.5
2017	11	22	17	103
2017	11	20	18	197
2017	11	20	19	197
2017	11	21	20	302
2017	11	22	21	354
2017	11	25	22	113
2017	11	18	23	170
2017	11	20	24	.
2017	11	21	25	80
2017	11	26	26	274.5
2017	11	20	27	71.5
2017	11	20	28	134
2017	11	20	29	204
2017	11	20	30	132
2017	11	21	31	178
2017	11	21	32	282.5
2017	12	18	1	355
2017	12	19	2	232
2017	12	20	3	52
2017	12	19	4	80
2017	12	18	5	.
2017	12	19	6	106.5
2017	12	20	7	398
2017	12	20	8	253.5
2017	12	.	9	.
2017	12	18	10	355
2017	12	18	11	114
2017	12	18	12	114
2017	12	20	13	256
2017	12	20	14	328
2017	12	19	15	80
2017	12	19	16	80
2017	12	19	17	106.5
2017	12	20	18	202.5
2017	12	20	19	202.5
2017	12	19	20	310
2017	12	18	21	355
2017	12	.	22	.
2017	12	20	23	172
2017	12	18	24	.
2017	12	19	25	80
2017	12	21	26	282
2017	12	18	27	79
2017	12	20	28	136.5
2017	12	20	29	206
2017	12	20	30	136.5
2017	12	20	31	179
2017	12	18	32	283
