"Site number","Site name","Latitude","Longitude","Year","Annual cottonwood leaf litterfall g m2","Annual willow leaf litterfall g m2","Annual russian olive leaf litterfall g m2","Annual saltcedar leaf litterfall g m2","Annual elm leaf litterfall g m2","Annual tree willow leaf litterfall g m2","Annual coyote leaf litterfall g m2","Annual baccharis willoe leaf litterfall g m2","Annual new mexico olive leaf litterfall g m2","Annual indigo bush leaf litterfall g m2","Annual woodfall g m2","Annual cottonwood reproductive litterfall g m2","Annual willow reproductive litterfall g m2","Annual russian olive reproductive litterfall g m2","Annual elm reproductive litterfall g m2","Annual saltcedar reproductive litterfall g m2","Annual total reproductive litterfall g m2","Annual total willow g m2","Annual total litterfall g m2"
30,"State Land Office",34.9679188689,-106.685667747,2021,231.14,12.17,6.58,0.02,0.01,0,0,0,0,0,48.07,40.23,0.44,0.03,0.01,0,5.98,1.56,50.27
30,"State Land Office",34.9679188689,-106.685667747,2022,207.96,9.64,2.33,0.06,0.04,0,0,0,0,0,82.76,23.62,0.11,0.17,0.17,0,4.06,1.24,52.5
30,"State Land Office",34.9679188689,-106.685667747,2023,223.86,0.32,0.17,0.01,0.01,0.32,11.09,0.08,0.01,0,27.94,45.8,0.27,0.02,0.11,0,5.28,1.52,44.43
30,"State Land Office",34.9679188689,-106.685667747,2024,261.84,0,0.22,0.04,0.01,0,11.24,0,0.08,0.01,52.43,32.89,1.75,0.04,0.01,0,4.24,1.45,52.19
31,"San Jose",35.0124335977,-106.672728518,2016,217.37,70.44,0.02,0.03,0.54,0,0,0,0.01,0,225.49,35.75,5.09,0.01,0,0,0.81,9.16,73.17
31,"San Jose",35.0124335977,-106.672728518,2017,176.54,35.13,0.02,0,0,0,0,0,0,0,47.88,23.79,0.42,0,0.01,0,0.14,4.6,42.72
31,"San Jose",35.0124335977,-106.672728518,2018,205.11,20.66,0,0.1,0.16,0,0,0,0,0,49.65,32.46,4.06,0,0.02,0,6.94,2.69,45.65
31,"San Jose",35.0124335977,-106.672728518,2019,273.62,60.14,0.01,0.02,0.32,0,0,0,0.01,0,90.05,24.72,0.14,0.01,0,0,3.3,7.83,64.65
31,"San Jose",35.0124335977,-106.672728518,2020,246.24,35.89,0.01,0.03,0,0,0,0,0,0,26.45,40.56,1.15,0,0.01,0,5.53,4.66,47.23
31,"San Jose",35.0124335977,-106.672728518,2021,245.98,20.42,0.11,0.05,1.57,0,0,0,0,0,43.15,30.41,0.85,0.02,0,0.01,4.09,2.74,45.85
31,"San Jose",35.0124335977,-106.672728518,2022,309.99,13.11,0.02,0.04,0.18,0,0,0,0,0,22.21,14.14,0.21,0,0,0,1.88,1.73,48.7
31,"San Jose",35.0124335977,-106.672728518,2023,197.8,0.19,0.15,0.04,0.03,0.19,31.72,0.65,0,0,31.88,38.17,0.16,0.01,0.04,0,3.65,4.15,47.59
31,"San Jose",35.0124335977,-106.672728518,2024,202.54,0,0.04,1.89,0.01,0.6,29.94,1.66,0.01,0.03,36.42,40.06,1.33,0.01,0.01,0,6.22,3.95,43.79
32,"Sandia",35.255,-106.5907,2016,21.58,10.07,1.78,0.02,0,0,0,0,0.63,0,344.1,0.34,12.57,0.24,0,0,1.95,3.73,58.03
32,"Sandia",35.255,-106.5907,2017,10.59,37.83,1.09,0,1.86,0,0,0,0.01,0,79.55,4.59,2.17,0.13,0.11,0,1.71,4.97,24.41
32,"Sandia",35.255,-106.5907,2018,85.72,55.68,13.58,0.03,0.03,0,0,0,0.03,1.24,25.24,1.76,4.34,0.04,0,0,3.99,7.89,31.85
32,"Sandia",35.255,-106.5907,2019,16.11,44.38,1.81,0.06,0,0,0,0,0.42,0,3788.87,1.74,6.2,0.01,0,0,4.35,6.54,517.63
32,"Sandia",35.255,-106.5907,2020,9.89,79.48,0.03,0.15,0.08,0,0,0,0.46,0.01,32.51,0.11,2.27,0.02,0.01,0,3.4,10.69,25.94
32,"Sandia",35.255,-106.5907,2021,98.87,72.17,0.5,0.05,0,0,0,0,0.32,0.01,71.2,0.4,16.55,0.28,0,0,3.06,10.13,42.64
32,"Sandia",35.255,-106.5907,2022,20.83,82.22,0.05,0.12,0.01,0,0,0,0.02,0.64,48.55,1.41,15.11,0.16,0.02,0,2.94,11.14,25.24
32,"Sandia",35.255,-106.5907,2023,42.95,82.35,0.4,0.17,0,82.35,0,5.12,0.1,0,35.09,0.66,22.5,0.01,0.08,0,6.68,12.43,41.57
32,"Sandia",35.255,-106.5907,2024,29.29,0,0.57,0.01,4.42,94.67,2.75,8.78,2.19,0.31,28.43,2.97,18.78,0.12,0.03,0,3.57,12.65,29.29
33,"Bosque del Apache",33.8196650872,-106.854014975,2018,376.01,5.03,0.26,32.42,0.01,0,0,0,0.01,0,71.64,100.66,1.12,0.17,0,0,13.47,0.8,77.95
33,"Bosque del Apache",33.8196650872,-106.854014975,2019,547.38,13.64,0.1,36.93,0.01,0,0,0,0,0.01,337.48,49.24,0.02,0.01,0,0.08,6.4,1.78,129.86
33,"Bosque del Apache",33.8196650872,-106.854014975,2020,362.95,3.5,0.03,23.25,0.15,0,0,0,0,0.02,46.82,161.64,2.7,0.02,0,0.86,21.6,0.8,80.49
33,"Bosque del Apache",33.8196650872,-106.854014975,2021,313.01,4.12,0.05,21.14,0.03,0,0,0,0.02,0.02,72.99,84.02,0.53,0.01,0.01,0.05,11.27,0.52,65.52
33,"Bosque del Apache",33.8196650872,-106.854014975,2022,317.58,2.49,0.12,20.56,0,0,0,0,0.01,0.03,50.89,83.18,0.6,0.02,0.01,0.08,10.95,0.37,62.47
33,"Bosque del Apache",33.8196650872,-106.854014975,2023,244.52,0.08,0.01,20.29,0,0.08,0.74,0.49,0.08,0,51.58,110.73,0.54,0,0,0.23,14.52,0.21,56.6
33,"Bosque del Apache",33.8196650872,-106.854014975,2024,316.22,0,0.01,14.22,0,0.12,3.86,0.63,0.27,0.19,29.11,103.37,0.67,0.01,0,0.36,14.05,0.47,62.62
34,"River Realignment",33.8227,-106.8419,2019,14.62,110.16,0.93,0.16,0,0,0,0,0,0,23.84,7,10,0,0,0,2.21,14.32,39.9
34,"River Realignment",33.8227,-106.8419,2020,2.63,21.09,4.09,0.08,0,0,0,0,0,0,47.85,24.69,47,0.77,0,0,0.94,2.74,20.12
34,"River Realignment",33.8227,-106.8419,2021,1.7,16.32,0.16,0,0,0,0,0,0.85,0.08,4.09,10.08,13.08,0.77,0,0,0.35,2.12,6.93
34,"River Realignment",33.8227,-106.8419,2022,18.47,0,0,0.93,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,4.8
34,"River Realignment",33.8227,-106.8419,2023,27.77,0,0,0.08,0,0,0,0,0,0,1.01,0.16,0,0,0,0,0,0,3.84
34,"River Realignment",33.8227,-106.8419,2024,37.93,0,0,0.08,0,0,0,0,0,0,2.47,3.08,0,0,0,0,0.04,0,5.62
